Feature,Importance
City_Dunnigan,0.01363410985475355
City_Mckinleyville,0.013533535703438609
City_Spring Valley,0.013497838028003145
City_Winchester,0.013409692191863672
City_Coarsegold,0.013307179488642318
City_Litchfield,0.013270117693205345
City_Costa Mesa,0.01312652119339277
City_Trinity Center,0.013073722016274747
City_Hercules,0.012986690593927387
City_Willow Creek,0.012958669500686179
Offer_Offer D,0.01284716421272316
City_Birds Landing,0.012829642601963624
City_Sherman Oaks,0.012779052084499943
City_Taft,0.012776901253699147
City_La Quinta,0.012673129261265674
City_Clovis,0.012459971937830062
City_Pasadena,0.012320932426368489
City_Dos Palos,0.012314697804712718
City_Sonoma,0.012214033596717105
City_Creston,0.012187657061128737
City_Berkeley,0.012114880787656369
City_La Crescenta,0.011960303897986814
City_Richmond,0.011918487944886928
City_Moraga,0.011832662871802487
City_San Simeon,0.01183046368013381
City_San Mateo,0.011683145763122862
City_Pearblossom,0.011615918529615542
City_Palos Verdes Peninsula,0.011558954353040272
Offer_Offer E,0.01153310647100518
City_Running Springs,0.011510181596912581
City_Fellows,0.011406388800537364
City_Daggett,0.011327000214723316
City_Keene,0.011233556861579105
City_Lucerne,0.011164847675139877
City_Elk Grove,0.011160556572400677
City_Burlingame,0.011137726058054062
City_Tujunga,0.01111591261035355
City_Darwin,0.011078258469716025
City_Seiad Valley,0.01104615764032264
City_Wrightwood,0.011038654217706518
City_Huntington Beach,0.010957281335723853
City_Calistoga,0.010912660464352806
City_Burson,0.010908455478059612
City_Grizzly Flats,0.010880332176803967
City_Santa Ana,0.01084613376961442
City_Challenge,0.010781985202586037
City_Corte Madera,0.010724090589312184
City_Dillon Beach,0.01071209162765267
City_Lookout,0.01069838069944188
City_Canyon Country,0.010667461486407204
City_Greenwood,0.010611140566942762
City_Woodland,0.010565715803947419
City_Vallecito,0.010459847734549468
City_Clayton,0.01036912074488633
City_Manhattan Beach,0.010328640796169757
City_Alpaugh,0.010265287625110375
City_Yermo,0.010242043041922853
City_Dinuba,0.010210982350505073
City_Borrego Springs,0.010206608865768137
City_Cathedral City,0.010111005586343058
City_Miramonte,0.009913418919893884
City_Pioneertown,0.009843815401172963
City_Wheatland,0.009796740229883775
City_Grimes,0.009792635325521147
City_Shingle Springs,0.009783307745750027
City_Oceanside,0.00975579553375874
City_Pico Rivera,0.009701430950482341
City_Cotati,0.009632010311884733
City_Occidental,0.009629769118150855
City_Homewood,0.009605232889305277
City_Atascadero,0.009594351462422676
City_Elk,0.009564078963132359
City_Shaver Lake,0.009558087042147086
City_Sierraville,0.009529016792136446
City_San Rafael,0.009528412591930624
City_Boulder Creek,0.009491173783068116
City_Castroville,0.009471756431318281
City_Lynwood,0.00944022321121684
City_Calpine,0.009417289485593214
City_Lewiston,0.009390750418147563
City_Rancho Santa Fe,0.00931054963514498
City_Forest Falls,0.009276911283114878
City_Elverta,0.009236921220000995
City_Hilmar,0.009169131026464987
City_Stratford,0.009157425081640632
City_Ballico,0.00914856658372206
City_Petrolia,0.009144384159764372
City_Hydesville,0.009109180752262528
City_Midpines,0.009097615670481616
City_Penngrove,0.009093703939097846
City_Stirling City,0.009065828715309015
City_Union City,0.009049437287039061
City_South San Francisco,0.008998054812608966
City_San Jacinto,0.008992997338831101
City_Meadow Valley,0.008981365109537067
City_Sierra Madre,0.00895881920538814
City_Daly City,0.008944121752999827
City_Cerritos,0.008929788430879972
City_Kneeland,0.00892268518541759
City_Bodfish,0.00890097802503203
City_Johannesburg,0.008864820055150976
City_Winnetka,0.00884244157208331
City_Acton,0.008818579710307015
City_Mission Hills,0.008802854871885167
City_Marina Del Rey,0.00880139166184979
City_Laguna Beach,0.00873182009736897
City_La Mirada,0.008637902997034805
City_Arnold,0.00863642360554628
City_Cazadero,0.00861957932903604
City_Vista,0.008589279785324422
City_Davis,0.008548755889046038
City_Rancho Cordova,0.008450458246102174
City_Rancho Palos Verdes,0.008449628621650995
City_Thousand Palms,0.008443217567336162
City_Torrance,0.008439942579604707
City_Exeter,0.008425252691136342
City_Mira Loma,0.008411648251231543
City_Agoura Hills,0.008404616225812145
City_Woodland Hills,0.008392867075690508
City_Sierra City,0.008363960794329163
City_El Segundo,0.00833939735765889
City_Kettleman City,0.008329812842470656
City_Moreno Valley,0.008303443591890607
City_Monterey,0.008193514242752577
City_San Marino,0.00816184384712433
City_Blythe,0.008138403305158862
City_Marina,0.008113973671714531
City_Clearlake,0.00807365117272127
Zip Code,0.008065203166695267
City_El Dorado,0.008044011237668534
City_Crows Landing,0.008025783757145761
City_Cool,0.008019564153388942
City_Kyburz,0.00801626003750314
City_Saratoga,0.008003937467061807
City_Brisbane,0.007987476591493252
City_Madison,0.007941659541905703
City_Pope Valley,0.007915698059287078
City_Firebaugh,0.007870484037539179
City_Escondido,0.007867500937350108
City_La Jolla,0.007866253467912445
City_El Cajon,0.007727383251149924
City_Jamul,0.00770158578048507
City_Artesia,0.007701445458653417
City_Tehama,0.007679868335904328
City_Comptche,0.007650486589784579
City_Petaluma,0.007634744061907977
City_Honeydew,0.007595988297202568
City_Avenal,0.007585895660668075
City_Imperial Beach,0.007570355244861069
City_El Monte,0.007491036920162482
City_Orangevale,0.007476004869434254
City_South Lake Tahoe,0.0074226398705841854
City_Eldridge,0.0073880651072067705
City_Burbank,0.00738430183875748
City_San Clemente,0.007300433018608757
City_Wallace,0.0072899919404580986
City_Salinas,0.007251301568500824
City_Hermosa Beach,0.007242564922090037
City_Lincoln,0.007241725370076134
City_Los Altos,0.007236948630853662
City_Calexico,0.007203369157752803
City_Orosi,0.007171756161061694
City_Laguna Niguel,0.007162883327994334
City_Menifee,0.007154816148153065
City_Santa Monica,0.007113861136066646
City_Amador City,0.007033304955460112
City_Santa Margarita,0.006938004262691695
City_Ivanhoe,0.006933314116048962
City_Descanso,0.006921568014668245
City_Grand Terrace,0.006905121048097513
City_Tahoe Vista,0.006900206041714361
City_Dobbins,0.006893751404611003
City_Douglas City,0.006871472650019134
City_Belvedere Tiburon,0.006860384209930275
City_Orleans,0.006860043749584242
City_Wilmington,0.006829271082348084
City_Fiddletown,0.006824591829374463
City_Silverado,0.006798918291906261
City_Vacaville,0.0067706865192697875
City_Yreka,0.006741400480511038
City_Malibu,0.00673160974456414
City_Mather,0.006695072118533589
City_Yucca Valley,0.006691664148391619
City_Tarzana,0.006670497142948484
City_Lake Isabella,0.006660308776240609
City_Sutter Creek,0.006641135471757825
City_Five Points,0.00661606035972596
City_Hyampom,0.0066041775771153695
City_Mineral,0.006600120617530628
City_Susanville,0.006578321727115665
City_Colfax,0.006557107098778265
City_Yorba Linda,0.006555095182348848
City_Tranquillity,0.0065097227803858765
City_Olema,0.006506578051137851
City_Morongo Valley,0.006500790584032675
City_Littlerock,0.006491593929349786
City_Granite Bay,0.006471401379109016
City_Fort Bragg,0.006467902527477531
City_Nice,0.0064597932959299656
City_Palmdale,0.006452405493465174
City_Paradise,0.006440463602787021
City_Monterey Park,0.006435686605811546
City_Cressey,0.006435657623355033
City_Ione,0.0064322582604952865
City_Willits,0.006419212899169482
City_Myers Flat,0.006417871823589479
City_Palo Alto,0.00641774105846298
City_Davis Creek,0.006415395104941501
City_Ludlow,0.006385774022854271
City_Sun Valley,0.0063526064945685036
City_Caspar,0.006311937934397501
City_Keeler,0.006311153611181351
City_Smartville,0.006306982340261004
City_Riverdale,0.006292974356428018
City_Canyon Dam,0.006290674709536635
City_Coalinga,0.006276661542942466
City_Half Moon Bay,0.006258851789309268
City_Carlsbad,0.006239584950708177
City_Northridge,0.006238430643395704
City_Los Molinos,0.006203154004986615
City_North Highlands,0.006193994367355626
City_Antioch,0.0061897725088735644
City_Fresno,0.006182028603642924
City_Penryn,0.00617309729179506
City_Mendocino,0.006171087016801773
City_Rancho Mirage,0.006162875056294461
City_Greenville,0.006154393222076115
City_Carmel,0.006116411576958775
City_Buttonwillow,0.006109978612568685
City_Potrero,0.006107612263328619
City_Klamath River,0.00609725304800286
City_Turlock,0.006094700227757067
City_Bridgeport,0.006093091505940857
City_Pinole,0.006070342225862425
City_Lake Forest,0.006008684534192367
City_Stevinson,0.006002601121703427
City_Kenwood,0.005987258346079107
City_Baldwin Park,0.0059426354569218085
City_Kirkwood,0.005934218891475546
City_Tulelake,0.005932589974497484
City_Badger,0.005914532609847668
City_Benicia,0.005892585883110329
City_Princeton,0.005868541489945949
City_Rio Oso,0.00583897367992908
City_Long Beach,0.005833929650278447
City_Camp Nelson,0.005801258800104604
City_Clearlake Oaks,0.005801167639836584
City_Roseville,0.0057684485258969595
City_Glenhaven,0.005741981154138769
City_Fair Oaks,0.00572515936339054
City_Pilot Hill,0.005666604495421191
City_Monte Rio,0.005652450195705351
City_Moorpark,0.005636328928088431
City_Goodyears Bar,0.005634501062801838
City_Mill Valley,0.005618187224870105
City_Manteca,0.0055572123364903015
City_Mt Baldy,0.005550845130099694
City_Surfside,0.005545141388743129
City_Corcoran,0.005544581521031991
City_Valley Ford,0.005539302379326829
City_Dutch Flat,0.005524841336161674
City_Loleta,0.005520274802456624
City_Orinda,0.005515941533166586
City_Alameda,0.005503347170013434
City_Pacific Grove,0.0054994969466210485
City_Mammoth Lakes,0.005476101924340072
City_Lafayette,0.005460148162177006
City_Indio,0.0054572452445356525
City_Guinda,0.005453591678882968
City_Avila Beach,0.005446408949045518
City_Hacienda Heights,0.005443185289516562
City_Oak Run,0.005441329856285911
City_Squaw Valley,0.005438639910155277
City_Burney,0.005436264229864561
City_Avery,0.005427280884920962
City_Little River,0.005414100959082082
City_Sultana,0.005408402199671083
City_Oak Park,0.005401585945596952
City_Red Bluff,0.005397910437997124
City_Scotts Valley,0.005397718417596766
City_Fort Bidwell,0.0053945188334421235
City_Le Grand,0.005372677074355082
City_Alamo,0.005360847289611084
City_Richgrove,0.0053455119096854796
City_Pinon Hills,0.005340191263842377
City_Rocklin,0.005332938061478106
City_Woodacre,0.005331786352369033
City_Claremont,0.005331493455388232
City_Lagunitas,0.0053243512947500704
City_Campo,0.00531336900236623
City_Buellton,0.005309429957094454
City_Bayside,0.005295884481984482
City_White Water,0.005277513485958055
City_Courtland,0.0052726356881024165
City_Twain Harte,0.005270716392393549
City_Etna,0.005270650838460851
City_Oceano,0.005270586301249595
City_Lawndale,0.00524498446740424
City_Pine Valley,0.005202650524689378
City_Moss Beach,0.005196094014663543
City_Nicasio,0.0051869625007252
City_Bangor,0.005170206984535309
City_Azusa,0.005127282297065677
City_Herlong,0.0051131994877260094
City_Canoga Park,0.005110076060286556
City_Marysville,0.005105660864225585
City_Warner Springs,0.005104815047925041
City_Ramona,0.00509615326365197
City_Hornbrook,0.005088425785241253
City_Palo Cedro,0.005074999194877034
City_Playa Del Rey,0.005064495071989463
City_Raisin City,0.005059472603161685
City_Shafter,0.005049590109832358
City_Grass Valley,0.005048082446983051
City_Palo Verde,0.0050390570822575215
City_Vernalis,0.005034533537173344
City_Westwood,0.005031308611315724
City_Sausalito,0.0049977439322483296
City_Adin,0.0049598521559611145
City_Soda Springs,0.004923766522163827
City_Rescue,0.004918679233859838
City_Victorville,0.004906650443415208
City_Bodega,0.004900377811994232
City_Lemon Grove,0.004894373334370402
City_Oroville,0.0048877241844967785
Total Refunds,0.004877908013198173
City_Copperopolis,0.004872364249873669
City_Frazier Park,0.0048602294525995635
City_Llano,0.004853356773728515
City_Rough And Ready,0.00484543587032776
City_Santa Cruz,0.004842788017247512
City_Planada,0.00484052401440018
City_Witter Springs,0.004832318351578293
City_Manchester,0.004826434517605386
City_Danville,0.004805170593728497
City_Davenport,0.004799575156345863
City_Reedley,0.004789092887739566
City_Colton,0.004779191115000752
City_Grover Beach,0.004769935317543892
City_Suisun City,0.004743924018639265
City_Jacumba,0.0047418227927830845
City_Laguna Hills,0.0047228413015084755
City_Richvale,0.00472185714119648
City_Tehachapi,0.004712361670156793
City_Imperial,0.00471003423324571
City_Alpine,0.004709174626298625
City_Sylmar,0.004699612282437507
City_Caruthers,0.004698654125251918
City_Cabazon,0.004695301140714189
City_Castella,0.0046724294942563065
City_Lamont,0.004672178237992639
City_Bonita,0.004671674475160246
City_Heber,0.004657688337373817
City_The Sea Ranch,0.0046530989283851305
City_Pacific Palisades,0.004594102258988366
City_Beaumont,0.004589266695332252
City_Tustin,0.00458816273008018
City_Mount Shasta,0.004587947224749307
City_Guatay,0.0045740131016838844
City_San Ardo,0.004573930363008546
City_Eagleville,0.0045694933220417665
City_Trinidad,0.004552308476381792
City_Korbel,0.004548046602079932
City_Palm Springs,0.004535971691808886
City_Coleville,0.0045250114699300105
City_Fish Camp,0.004524142143417717
City_South Dos Palos,0.004492692180086873
City_Trabuco Canyon,0.0044817456529492
City_Rancho Santa Margarita,0.004442259006973265
City_Montara,0.004439765522534285
City_Capistrano Beach,0.00442997034745248
City_Larkspur,0.0044001486414337945
City_Portola,0.004395062222852121
City_Penn Valley,0.004390159106399623
City_Orange Cove,0.004381222731593535
City_Hathaway Pines,0.00433295650482289
City_Cantua Creek,0.004324082565067761
City_Chino,0.0043201679742711505
City_Bell,0.004314379838464138
City_Somis,0.0042943506922566805
City_West Point,0.004291810677838141
City_Morro Bay,0.004281938948363163
City_Chatsworth,0.004273690065622619
City_Anderson,0.004270038226868612
City_Phelan,0.004268788603034455
City_Palomar Mountain,0.004247870916836583
City_Navarro,0.004245881613371337
City_Lodi,0.004229739513645662
City_Fairfax,0.00422531991699178
City_Quincy,0.004220849609625122
City_Macdoel,0.004217567230328797
City_Earp,0.004210648541851314
City_Chino Hills,0.0041934435355757945
City_Newark,0.0041901156273135625
City_Scotia,0.004180958926893879
City_Murrieta,0.004163539643343072
City_Angwin,0.0041527194377104365
City_Pinecrest,0.004147653622229594
City_Happy Camp,0.004142287101229288
City_Montgomery Creek,0.0041318982761445544
City_El Sobrante,0.004116859513752285
City_Weed,0.0041056999008360255
City_Albany,0.004101246892200373
City_Clipper Mills,0.004072241229382183
City_Maywood,0.004050897173609717
City_Hopland,0.004046550595323198
City_Posey,0.004044793419101345
City_Mccloud,0.004040198797770981
City_Auburn,0.004033602872801188
City_Calimesa,0.004018702037739274
City_Alta,0.004015625498236051
City_Valyermo,0.004009638887334576
City_Reseda,0.003978009943914977
City_Lake Arrowhead,0.003977483451997567
City_Menlo Park,0.00396086203204278
City_Twin Bridges,0.003956816445310466
City_Deer Park,0.003940579912435406
City_Templeton,0.003928339088742209
City_Lemon Cove,0.003923477159291182
City_Clarksburg,0.003918710192582156
City_Point Arena,0.0038826700517752785
City_Porterville,0.003877124242782432
City_Parker Dam,0.0038707760957961993
City_O Neals,0.00385949500588844
City_Atwater,0.003854079051876325
City_Santa Paula,0.003853154840142017
City_Big Oak Flat,0.0038407237585659434
City_San Pedro,0.0038224032804549894
City_Long Barn,0.003821707006123305
City_San Quentin,0.0038145713302941333
City_Santa Ynez,0.0038007949874733537
City_Ventura,0.0037968370179061036
City_Sunol,0.003787345857073884
City_Oregon House,0.00378038998911994
City_Lee Vining,0.0037757813312376217
City_Rosemead,0.00375996267755219
City_Graton,0.003759956682644946
City_Stonyford,0.0037525979150150597
City_California City,0.00374148055337227
City_Branscomb,0.0037382784868545886
City_Redcrest,0.003726687025380643
City_Willows,0.003717689759841435
City_Coulterville,0.0037084830118782166
City_Foresthill,0.0037083789291747038
City_Green Valley Lake,0.0036786576618455277
City_Selma,0.0036659618622380398
City_Sun City,0.0036577287294782823
City_Boulevard,0.003648767950825228
City_Castaic,0.00364545475014257
City_Isleton,0.0036362889481498213
City_Fawnskin,0.003630905989971432
City_Big Pine,0.0036210742068546807
City_El Portal,0.0036140100780307632
City_Pala,0.0035821508253090347
City_Fountain Valley,0.00358205281521244
City_Twentynine Palms,0.0035774142551187453
City_Big Bear Lake,0.0035719861540773478
City_Corona Del Mar,0.0035622604197224263
City_Holtville,0.003554457374879116
City_Angelus Oaks,0.0035530838517578065
City_South Gate,0.003551710130025503
City_Tomales,0.0035238288835301047
City_Hume,0.003517765701860775
City_Keyes,0.003516537311998657
City_Highland,0.003504996988403373
City_Standish,0.0034992810538100514
City_Culver City,0.003477912082715852
City_Santa Clara,0.0034775398711793942
City_Albion,0.0034673172196686697
City_Mountain Center,0.0034635779140985493
City_Whittier,0.003451481430874185
City_Tahoe City,0.003447699262711012
City_Georgetown,0.0034449921607838164
City_Zenia,0.0034320948835993882
City_Termo,0.0034257493057319017
City_Rosamond,0.0034058581829663694
City_Diamond Bar,0.003390196430378102
City_El Cerrito,0.003386659847881833
City_Forbestown,0.003382124241949076
City_Topanga,0.0033801880010115855
City_Milford,0.0033726882993818075
City_Montclair,0.003365146499653946
City_Mad River,0.003343123360980096
City_Ripon,0.003328077876239029
City_Castro Valley,0.0033121434036332514
City_Folsom,0.003300710624324455
City_Lake Hughes,0.003296982068203095
City_Julian,0.0032820701823763625
City_Del Rey,0.0032799187016997805
City_Hughson,0.003275626040103719
City_Gold Run,0.0032720047922829413
City_Foothill Ranch,0.003270231016773693
City_San Fernando,0.003269925600840956
City_Weldon,0.0032683483131064235
City_Pacoima,0.0032622992395975373
City_New Cuyama,0.003261202595137205
City_Junction City,0.003254154413056945
City_Valencia,0.003252305860414543
City_Oakdale,0.003248189872488695
City_San Joaquin,0.0032402460227403517
City_Maxwell,0.003222849316341938
City_Snelling,0.0032194268455518057
City_Gasquet,0.003207580110417515
City_Cardiff By The Sea,0.00320032976704561
City_Dos Rios,0.003190713265672349
City_Markleeville,0.003187327908042082
City_Bridgeville,0.003174804878934039
City_Santa Ysabel,0.003160937603966945
City_Crockett,0.0031292419359258863
City_Byron,0.0030928266866073577
City_Alderpoint,0.003088049010964735
City_Nipton,0.003076036916768101
City_Aromas,0.0030642996896374456
City_Westmorland,0.0030565126111682045
City_North San Juan,0.003053493103587223
City_Essex,0.0030452908571529914
City_Angels Camp,0.0030333108317199425
City_Boonville,0.00302205377703003
City_Carlotta,0.00302173250354643
City_Dana Point,0.0030163826907404264
City_Calabasas,0.0030106569133147693
City_Brookdale,0.0030095131797099168
City_Lakeshore,0.003007130059617642
City_Loma Mar,0.0030019671757993078
City_Gridley,0.0029971335061387524
City_Lathrop,0.0029860389585587717
City_Loyalton,0.0029797904865493463
City_Gualala,0.0029743222822510153
City_Manton,0.0029721665325818996
City_Arcata,0.002971892128141667
City_Bonsall,0.002964343683390158
City_Mount Hermon,0.0029614200292436793
City_Goleta,0.0029535142518814436
City_Ocotillo,0.0029530417982500876
City_Nicolaus,0.002951848265205053
City_Windsor,0.0029461511267602465
City_Miranda,0.002945492379215738
City_San Carlos,0.0029210478267880746
City_Berry Creek,0.0029187950505628365
City_Salyer,0.0029146418619175963
City_Stockton,0.002900875865615729
City_Ontario,0.002895597001145282
City_Antelope,0.002893466030747958
City_Burnt Ranch,0.0028926107799248594
City_Marshall,0.002888719011148645
City_San Martin,0.00288592838577168
City_Klamath,0.002885327783744708
City_Winters,0.0028743710496112853
City_Wilton,0.0028560785835039806
City_Coronado,0.002845995434983059
City_San Gregorio,0.002841505715293636
City_Blairsden Graeagle,0.0028346867957678534
City_Freedom,0.002831863200847407
City_Garberville,0.002828102912150939
City_Pacifica,0.0028187986629372853
City_Bella Vista,0.0028159142145298736
City_Dulzura,0.0028002815063885673
City_Fremont,0.0027929160406034025
City_Annapolis,0.0027866494408875005
City_Jamestown,0.0027827515018295657
City_Igo,0.002782255441778323
City_Chico,0.0027804310437626995
City_Los Alamos,0.0027656533135752446
City_National City,0.002758878372460867
City_Sheep Ranch,0.0027433301500245674
City_Upper Lake,0.002736283720697696
City_Durham,0.002736028192306637
City_Cypress,0.00273452929943378
City_Rio Linda,0.0027334424149756736
City_Morgan Hill,0.0027329272833171796
City_Rio Nido,0.002713153664634239
City_Porter Ranch,0.0027047929103282096
City_La Honda,0.00269803179196962
City_Jenner,0.0026974552587482725
City_Bass Lake,0.0026860254031782086
City_Tahoma,0.0026826751869552233
City_Joshua Tree,0.0026790844439325895
City_Caliente,0.0026773729969414143
City_Campbell,0.0026699869451365954
City_Farmington,0.0026663696456374953
City_Scott Bar,0.0026663664415403987
City_Wofford Heights,0.0026650660760571773
City_Stanford,0.0026514476194242614
City_Woody,0.002650412150876599
City_Downey,0.0026485347000822215
City_Gazelle,0.0026333779347078277
City_Hood,0.0026311174532185236
City_Los Olivos,0.0026255004812502374
City_Kelseyville,0.0026199540802925338
City_Cambria,0.002616698342578891
City_Pixley,0.0026141974513082013
City_Stinson Beach,0.0025987111365029375
City_Colusa,0.0025957404655689016
City_San Lucas,0.0025864961848269205
City_Sonora,0.0025790967033622342
City_Mount Laguna,0.002577461274672142
City_Landers,0.0025718756162221774
City_Biola,0.0025559649437021693
City_Strawberry Valley,0.0025475617595428026
City_San Francisco,0.0025453783300919018
City_Springville,0.002541763050843086
City_Forest Ranch,0.0025381906344366283
City_Hamilton City,0.0025077778330533326
City_Cottonwood,0.0024959496013725714
City_Glendora,0.0024913732916438396
City_Watsonville,0.0024885858509984013
City_Callahan,0.0024809531230821657
City_Weaverville,0.002476577411273399
City_Encino,0.002472778408450146
City_Shoshone,0.002471353206622335
City_Forks Of Salmon,0.002464768524573585
City_Lakehead,0.002464533737174671
City_Ladera Ranch,0.0024621315823433972
City_Alviso,0.0024587717070983345
City_Randsburg,0.0024517899505890747
City_Soledad,0.002447687123901458
City_Mcarthur,0.002447550192196729
City_Paynes Creek,0.002427771917717871
City_La Habra,0.0024255618213848596
City_Westlake Village,0.0024252682833980754
City_Fortuna,0.002425221321953028
City_Esparto,0.002423233598528796
